pid	difficulty	solvePath	pdata	status	zone
3325	3	4:4, 4:3, 4:2, 4:1, 4:0, 6:4, 6:3, 6:2, 6:1, 6:0, 5:2, 5:4, 5:3, 5:1, 5:0, 2:1, 1:0, 0:1, 0:2, 0:3, 1:3, 2:3, 1:1, 0:0, 0:4, 1:4, 0:6, 0:7, 0:8, 0:9, 0:10, 1:6, 1:8, 1:10, 2:9, 4:9, 6:9, 5:6, 5:8, 5:10, 4:8, 6:8, 4:7, 6:7, 4:6, 6:6, 2:5, 3:10, 3:1, 3:4, 3:5, 3:8, 2:7		dungeon	lostgridsLogic
3347	5	3:2, 5:2, 5:4, 3:4, 1:0, 1:2, 7:0, 7:2, 7:4, 7:6, 1:4, 1:6, 3:3, 2:3, 1:3, 5:3, 6:3, 7:3, 4:2, 4:4, 0:2, 0:4, 8:2, 8:4	AAAABwkBAQQUGCYqAwEFCREfLTUCAR8IQAECAmkCiqiaqpCAglVWCAgaqpiqiAAA	dungeon	lostgridsLogic
3404	4	4:1, 4:2, 3:0, 2:0, 1:0, 4:4, 2:3, 1:2, 0:2, 0:3, 2:4, 3:4, 1:1, 2:1, 3:2, 0:1	AAAABQUAAgAJAAQIDBASExQVAwUEBwgGDAUQBBQDAUAFQQAAAA==	dungeon	lostgridsLogic
3421	5	3:4, 3:6, 3:5, 1:6, 2:5, 0:5, 1:5, 1:4, 2:3, 0:3, 1:3, 1:2, 2:2, 1:1, 2:1, 4:5, 5:5, 5:3, 5:4, 5:6, 6:5, 6:3, 6:2, 4:3, 5:2, 3:1, 3:2, 4:2, 2:0, 3:0, 4:0, 4:1, 5:1		dungeon	lostgridsLogic
3435	5	7:1, 8:1, 7:2, 8:2, 3:1, 4:1, 5:1, 6:1, 3:2, 4:2, 5:2, 6:2, 3:3, 4:3, 5:3, 6:3, 3:4, 4:4, 5:4, 6:4, 0:4, 1:4, 2:4, 0:5, 1:5, 2:5, 0:6, 1:6, 2:6, 0:7, 1:7, 2:7, 0:8, 1:8, 2:8, 0:9, 1:9, 2:9, 0:1, 1:1, 2:1, 0:2, 1:2, 2:2, 0:3, 1:3, 2:3, 3:5, 4:5, 5:5, 3:6, 4:6, 5:6, 3:7, 4:7, 5:7, 6:5, 7:5, 8:5, 6:6, 7:6, 8:6, 6:7, 7:7, 8:7, 3:8, 4:8, 3:9, 4:9, 5:8, 6:8, 5:9, 6:9, 9:8, 10:8, 9:9, 10:9, 7:8, 8:8, 7:9, 8:9, 9:6, 10:6, 9:7, 10:7, 9:4, 10:4, 9:5, 10:5, 7:3, 8:3, 7:4, 8:4, 9:2, 10:2, 9:3, 10:3, 9:0, 10:0, 9:1, 10:1	AAAACgsCAHwrQUNHSU1PUVVZXV9hY2VnaWttdXd7fX+BA4EHgQuBDYEPgRGBE4EVgReBHYEfgSOBJYEpgSuBLYExgTWBP4FBgUOBRYFHgUmBUYFTgVeBWYFbgV+BY4FngWmBa4F5gXuBf4IBggWCB4ILgg2CEYIVgheCGYIbgh2CH4IhgiOCJYItgi+CM4I1gjmCO4I/gkmCS4JNgk+CUYJTglWCV4Jbgl2CYYJjgmeCaYJtgnGCc4J1gwmDC4MPgxODF4Mbgx+DIYMjgyWDJ4MpgyuDLYMvgzGDM4M3gzmDPYNBg0WDSQEJAAECAwQFBgcIAgIDEwxcLDgtQgEAA8B4D8H+AMAYAx/j/AAA	dungeon	lostgridsLogic
3832	6	0:6, 1:8, 1:5, 1:4, 0:5, 1:6, 1:7, 0:8, 2:7, 2:8, 2:3, 0:3, 0:2, 1:3, 1:2, 2:4, 0:1, 0:0, 1:1, 3:4, 7:2, 7:7, 5:4, 6:4, 7:4, 6:5, 3:5, 3:3, 2:5, 3:6, 4:5, 5:5, 6:6, 7:5, 6:3, 4:3, 5:3, 4:6, 5:6, 4:7, 5:7, 4:2, 5:2, 2:6, 3:7, 4:1, 6:2, 7:3, 7:6, 6:7, 5:0, 3:0, 2:0, 3:1, 2:1, 1:0, 3:2, 5:1, 2:2, 6:0, 6:1, 7:1, 8:2, 8:3, 8:4, 8:5, 8:6, 8:7, 7:8, 6:8, 5:8, 4:8		dungeon	lostgridsLogic
3889	3	1:2, 2:2, 3:2, 3:1, 3:0, 4:0, 5:0, 6:0, 7:0, 8:0, 9:0, 10:0, 11:0, 12:0, 13:0, 13:1, 13:4, 13:5, 13:3, 13:2, 13:6, 14:6, 15:6, 16:6, 17:6, 18:6, 19:6, 20:6, 21:6, 22:6, 23:6, 23:7, 23:8, 23:9, 23:10, 23:11, 23:12, 22:12, 21:12, 20:12, 19:12, 18:12, 17:12, 16:12, 15:12, 14:12, 13:12, 12:12, 11:12, 10:12, 9:12, 1:0, 0:0, 0:4, 0:5, 0:6, 0:10, 0:11, 1:1, 5:2, 5:1, 7:2, 7:1, 11:3, 9:1, 11:2, 13:7, 13:9, 21:10, 20:10, 19:10, 19:9, 19:8, 20:8, 21:8, 22:8, 18:7, 18:11, 17:8, 17:7, 17:10, 17:11, 15:9, 15:8, 14:8, 15:7, 14:7, 14:10, 15:11, 14:11, 13:10, 13:11, 9:8, 7:8, 6:7, 10:7, 8:8, 8:9, 8:10, 9:10, 7:10, 9:11, 7:11, 8:12, 7:12, 1:10, 1:11, 1:12, 2:12, 3:12, 4:12, 5:12, 6:12, 11:11, 11:10, 11:9, 11:8, 11:7, 11:6, 10:4, 11:5, 10:5, 9:6, 9:3, 9:4, 9:5, 10:2, 10:1, 11:1, 7:4, 7:5, 7:6, 6:6, 5:6, 5:5, 5:4, 4:4, 3:4, 3:5, 3:6, 1:4, 1:5, 1:6, 2:6, 1:8, 2:8, 3:8, 5:7, 5:8, 5:9, 5:10, 4:10, 4:11, 3:10		dungeon	lostgridsLogic
3925	3	1:0, 1:1, 1:2, 2:1, 2:0, 4:1, 4:0, 3:1, 3:2, 2:2, 3:3, 5:3, 7:1, 7:2, 8:0, 9:1, 9:2, 8:3, 6:1, 5:1, 6:0, 4:2, 7:0, 9:0, 4:4, 3:4, 6:2, 6:4, 7:4, 8:4, 9:4, 1:4, 2:4, 1:3, 0:3		dungeon	lostgridsLogic
3934	5	1:0, 2:0, 3:0, 0:1, 1:3, 2:3, 3:3, 0:2, 2:2, 2:1, 1:1, 1:2, 3:1, 4:2, 5:2, 6:1, 5:3, 5:0, 5:1, 4:0, 4:3, 6:2, 7:2, 7:1, 7:0	AAAABAgBAQEfBAAGAAYMExgeAwYAAwwDEwMYAx4DBgNAAQICAEEBGNLEGAAA	dungeon	lostgridsLogic
3951	3	2:0, 5:0, 6:0, 6:1, 5:1, 5:2, 6:3, 6:5, 5:5, 5:3, 4:4, 3:5, 0:0, 0:1, 1:1, 2:1, 0:2, 1:2, 0:3, 2:2, 1:3, 0:4, 0:5, 0:6, 1:6, 2:3, 2:4, 2:5, 2:6, 4:5, 4:6, 3:6, 3:4, 3:2, 4:2, 3:1, 4:3	AAAABwcABAAMAQMECxQYHSEiJC8wBgM2AoEUAIEoAggHAQIDAxQEGAAdAiEALwFCAaNu9XoV/gAAAA==	dungeon	lostgridsLogic
3956	4	3:3, 3:2, 11:1, 10:1, 10:2, 9:3, 7:2, 7:1, 6:1, 4:2, 4:1, 1:2, 1:1, 0:3, 0:2, 0:1, 0:0, 1:0, 2:0, 3:0, 4:0, 3:1, 2:2, 5:0, 5:1, 5:2, 5:3, 6:2, 7:0, 6:0, 9:0, 9:1, 9:2, 8:3, 8:2, 8:0, 10:0, 11:0, 11:2, 11:3, 12:2, 12:1, 12:0		dungeon	lostgridsLogic
3967	6	2:4, 5:4, 4:4, 4:5, 3:5, 2:5, 3:4, 4:3, 5:3, 1:4, 1:3, 3:3, 2:2, 1:1, 3:2, 3:1, 4:1, 4:2, 5:2, 2:1, 1:2	AAAABwcBAQQABiowBAAEDBckKAEUAQIDBAUHDQ4UFRscIiMpKywtLi8CBAwEJAIXBCgFQgF9pk77NF8AAAA=	dungeon	lostgridsLogic
3973	5	2:2, 3:5, 2:5, 3:4, 5:5, 2:4, 4:4, 2:3, 4:2, 4:3, 3:2, 3:1, 2:1, 4:1, 5:2, 5:3, 5:4, 1:2, 1:3, 4:5, 1:4		dungeon	lostgridsLogic
4002	7	3:3, 1:3, 0:3, 4:3, 4:2, 2:2, 3:2, 4:1, 2:1, 3:1, 3:4, 4:0, 3:0, 1:2, 0:1, 1:0		dungeon	lostgridsLogic
4022	8	2:2, 2:4, 4:2, 4:4, 1:3, 5:3, 2:0, 4:0, 1:2, 5:2		dungeon	lostgridsLogic
4023	4	2:0, 4:1, 1:0, 2:1, 0:2, 1:2, 0:3, 0:1, 2:2, 2:3, 1:4, 0:4, 1:5, 2:4, 2:5, 3:4, 4:5, 4:4, 4:3, 3:2, 5:5, 6:3, 3:1, 4:0, 5:0, 6:2, 6:1, 5:2, 4:2, 5:3, 6:4	AAAABgcAAwAHAAMGDBYmKQEECBghIwIHAwIIAgwCFgIYBCECJgIBJLUtq1kAAAA=	dungeon	lostgridsLogic
4028	7	3:3, 2:3, 1:2, 2:1, 5:3		dungeon	lostgridsLogic
4032	7	2:3, 3:2, 4:4, 4:5, 2:2		dungeon	lostgridsLogic
4037	3	2:4, 2:5, 1:3, 3:2, 2:2, 3:3, 4:3, 2:1, 1:2, 1:1, 1:0, 2:0, 3:0, 4:0, 4:1, 0:3, 0:4, 1:4, 0:5, 1:5, 3:4		dungeon	lostgridsLogic
4128	4	0:3, 3:6, 4:6, 3:5, 2:5, 2:4, 1:2, 4:3, 2:0, 3:0, 4:0, 1:1, 2:1, 0:1, 3:3, 2:3, 1:3, 3:2, 1:4, 4:4, 5:4, 4:5, 5:3, 5:2, 6:1, 5:0, 6:0, 7:1, 6:2, 6:5, 6:6, 7:5, 7:4		dungeon	lostgridsLogic
4144	3	1:6, 1:4, 1:1, 3:1, 5:1, 4:3, 4:4, 3:6, 7:1, 2:6, 2:5, 2:4, 5:6, 6:6, 7:6, 8:3, 8:0, 7:0, 5:0, 6:0, 4:0, 3:0, 2:0, 1:0, 0:0, 0:3, 2:1, 2:2, 2:3, 3:3, 5:4, 6:4, 6:1, 6:2, 6:3, 7:3, 7:5, 5:5, 1:3, 7:4		dungeon	lostgridsLogic
4146	2	3:8, 8:3		dungeon	lostgridsLogic
4147	6	3:3, 3:2, 2:3, 1:1, 8:3, 7:1, 6:2, 3:8, 8:8, 7:6, 6:7, 6:8, 8:6, 6:6		dungeon	lostgridsLogic
4172	3	6:1, 6:0, 6:2, 7:0, 7:2, 8:0, 8:2, 8:1, 5:2, 5:0, 4:0, 4:1, 4:2, 3:0, 3:1, 3:2, 2:0, 2:2, 1:2, 0:2, 0:1, 1:1, 1:0, 0:0	AAAAAwkAAwADCw4QAgMLCQ4GEANAAQICGAESiUSgAAA=	dungeon	lostgridsLogic
4192	4	1:7, 2:7, 3:7, 4:7, 5:7, 6:7, 8:7, 9:7, 10:7, 7:0, 7:1, 7:2, 7:3, 7:4, 7:6, 8:6, 8:5, 8:4, 8:3, 8:2, 8:1, 8:0, 9:0, 9:1, 9:2, 9:3, 9:4, 9:5, 9:6, 10:6, 10:5, 10:4, 10:3, 10:2, 10:1, 10:0, 6:5, 4:5, 5:4, 5:2, 6:3, 6:2, 6:1, 5:1, 4:3, 5:6, 6:6, 3:3, 2:1, 4:1, 5:0, 4:0, 3:0, 2:0, 3:2, 4:2, 3:4, 0:6, 0:0, 1:0, 0:1, 0:2, 1:2, 1:3, 0:3, 0:4, 0:5, 2:4, 2:5, 2:2, 2:6, 4:4, 4:6, 3:6, 1:6		dungeon	lostgridsLogic
4235	2	1:2, 2:1, 3:2, 2:3, 7:0, 8:1, 5:6, 6:5, 7:6, 6:7, 1:0, 1:6, 2:7, 3:0, 3:1, 5:1, 0:1, 0:3, 0:5, 1:1, 1:4, 1:3, 1:5, 2:5, 3:4, 3:3, 0:7, 1:7, 1:8, 3:8, 3:7, 5:7, 3:6, 4:7, 5:8, 7:8, 8:7, 7:7, 8:5, 8:3, 7:4, 7:5, 7:3, 6:3, 5:4, 3:5, 4:5, 5:5, 4:3, 4:1, 5:2, 5:3, 5:0, 6:1, 7:2, 7:1		dungeon	lostgridsLogic
4252	6	1:0, 1:2, 0:1, 2:1, 2:2, 0:2, 0:0, 2:0, 4:5, 2:5, 5:4, 3:2, 3:4, 3:3, 1:5, 5:3, 5:2, 4:4, 2:4, 1:3, 4:2		dungeon	lostgridsLogic
4255	4	6:6, 5:7, 7:7, 6:8, 5:8, 5:6, 7:6, 7:8, 4:0, 3:0, 2:0, 3:1, 1:0, 0:0, 0:1, 0:2, 1:2, 2:2, 1:3, 0:3, 0:4, 1:4, 0:5, 3:3, 4:2, 2:3, 2:1, 4:1, 5:1, 5:0, 5:3, 4:3, 5:2, 6:2, 6:1, 7:2, 6:3, 7:3, 7:4, 6:4, 7:5, 6:5, 4:5, 5:5, 4:6, 4:4, 3:5, 3:4, 4:7, 2:5, 2:6, 1:5, 1:6, 0:6, 7:0, 2:7, 3:7, 4:8, 3:8, 2:8, 1:8, 0:8, 0:7		dungeon	lostgridsLogic
4272	4	5:11, 5:12, 10:11, 10:12, 11:10, 12:10, 11:11, 11:9, 9:11, 11:12, 12:11, 12:12, 12:9, 12:8, 11:8, 10:9, 9:12, 8:11, 8:12, 9:10, 8:10, 10:8, 9:9, 7:10, 8:9, 7:9, 6:10, 6:9, 7:8, 8:8, 7:11, 9:8, 9:7, 10:7, 8:7, 9:6, 10:6, 11:7, 12:7, 7:12, 6:11, 6:12, 4:11, 4:12, 4:10, 4:9, 3:9, 3:10, 3:11, 2:10, 2:9, 3:8, 4:8, 5:9, 3:12, 2:12, 2:11, 1:11, 1:9, 1:10, 5:8, 6:8, 7:7, 8:6, 11:6, 12:6, 12:5, 11:5, 10:5, 11:4, 12:4, 2:8, 1:8, 1:7, 2:7, 3:7, 2:6, 1:6, 3:6, 4:6, 4:5, 3:5, 2:5, 3:4, 4:4, 5:5, 5:6, 4:7, 5:7, 6:7, 6:6, 1:5, 1:4, 2:4, 2:3, 10:4, 9:4, 9:3, 10:3, 9:5, 8:4, 8:3, 9:2, 10:2, 11:3, 12:3, 12:2, 11:2, 11:1, 10:1, 9:1, 8:5, 8:2, 8:1, 7:1, 7:2, 7:3, 6:2, 6:1, 6:3, 6:4, 5:4, 5:3, 6:5, 7:5, 7:4, 5:2, 4:2, 4:3, 3:3, 3:2, 4:1, 5:1		dungeon	lostgridsLogic
4289	4	0:4, 1:5, 1:3, 5:3, 3:3, 2:3, 4:3, 2:4, 4:4, 3:5, 3:2, 3:1, 1:2, 0:1, 2:2, 4:2, 5:2, 2:1, 1:0, 2:0, 0:0, 4:0, 5:4, 5:5, 4:5, 2:5, 4:1, 5:0		dungeon	lostgridsLogic
4300	3	0:2, 2:0, 2:1, 2:2, 1:2		dungeon	lostgridsLogic
4319	5	2:3, 2:5, 2:1, 3:2, 1:2, 5:0, 5:1, 5:2, 5:3, 5:4, 5:5, 4:4, 3:4, 1:4, 0:0, 4:3, 0:1, 0:4, 4:0, 0:5, 1:5, 3:5, 4:5, 3:0, 4:1, 0:3, 2:0, 1:0, 3:1, 1:1, 1:3, 3:3, 4:2, 0:2		dungeon	lostgridsLogic
4329	4	5:1, 5:3, 6:2, 4:2, 3:2, 2:2, 1:2, 2:3, 1:4, 0:4, 3:4, 4:4, 6:4, 7:4, 8:4, 7:3, 9:4, 8:2, 7:1, 8:3, 4:0, 3:0, 3:1, 4:1, 3:3, 4:3, 6:3, 6:1, 2:1, 0:3, 0:2, 0:1, 1:1, 9:3, 9:2, 9:1, 7:0, 8:0, 10:0, 11:0, 8:1, 10:1, 10:3, 10:4, 11:4, 11:3, 6:0, 2:0, 1:0		dungeon	lostgridsLogic
4349	6	1:4, 0:4, 1:3, 2:2, 3:2, 2:3, 1:2, 0:2, 1:1, 1:0, 4:3, 2:0, 0:0, 3:0, 3:4, 4:5, 4:4, 3:5, 2:6, 1:6, 0:6, 1:5, 3:6, 2:4, 3:1, 0:3, 0:1, 4:1, 4:2	AAAABwYBAQgEBQsRFx0oKQUABAgVHiABASMDARUICAIIACAAQAIDAyoqAAEDVAFgZgJgNgAAAA==	dungeon	lostgridsLogic
4355	7	0:1, 1:0, 2:0, 3:0, 4:0, 5:0, 5:1, 5:2, 2:5, 1:5, 3:5, 1:4, 2:3, 3:4, 4:5, 0:4, 0:5, 0:3, 1:3, 1:2, 2:2, 0:2, 0:0, 3:3, 4:4, 4:3, 3:2, 5:4, 5:5, 2:1, 3:1, 4:1, 4:2		dungeon	lostgridsLogic
4358	6	4:3, 0:1, 0:2, 0:3, 1:0, 2:3, 3:4, 4:4, 5:4, 6:4, 1:4, 1:3, 5:3, 6:3, 6:1, 5:0, 5:2, 4:1, 2:0, 1:2, 4:0, 3:0, 3:3, 7:4, 7:3, 7:2, 0:4, 6:2, 7:0, 7:1, 3:1, 2:1		dungeon	lostgridsLogic
4420	3	0:1, 1:0, 2:7, 0:7, 1:6, 2:6, 1:5, 2:4, 3:5, 4:6, 3:7, 5:7, 6:7, 1:2, 2:1, 3:1, 4:1, 2:2, 3:0, 5:1, 6:2, 6:3, 3:2, 2:3, 4:4, 5:6, 6:5, 5:4, 4:3, 4:2, 3:4, 5:3, 0:5, 0:3, 1:4, 0:2, 5:0, 6:0, 6:4, 9:0, 8:1, 8:2, 9:2, 10:3, 12:1, 12:2, 12:3, 12:4, 11:5, 12:6, 14:5, 10:1, 11:1, 9:4, 9:5, 8:3, 10:4, 10:6, 11:7, 10:7, 13:7, 13:1, 14:0, 14:2, 14:3, 14:4, 14:7, 11:4, 8:5, 8:7, 9:6, 11:0, 13:0, 10:2, 11:2, 13:3, 13:4, 13:6		dungeon	lostgridsLogic
4422	4	6:1, 8:1, 2:4, 2:3, 2:5, 1:4, 3:4, 1:3, 3:3, 1:5, 3:5, 4:5, 5:4, 5:6, 3:6, 1:6, 1:2, 0:6, 2:6, 0:1, 2:1, 0:3, 3:2, 4:1, 4:3, 2:2, 0:2, 0:0, 0:4, 1:1, 5:3, 6:2, 6:4, 4:2, 4:4, 5:5, 6:5, 7:5, 4:6, 6:6, 7:6, 8:6, 7:4, 8:4, 8:5, 3:1, 2:0, 4:0, 3:0, 7:2, 6:3, 5:2, 5:1, 7:1, 8:2, 6:0, 8:0	AAAABwkABAAFAQUiIy0BAQcDBxIDFQIZAyACJgExBTcEQAECAmkBgQiVQIoAfoAAAA==	dungeon	lostgridsLogic
4437	5	3:0, 4:1, 2:1, 3:2, 1:1, 3:3, 0:3, 1:4, 0:4, 4:3, 4:4, 3:4, 1:0, 0:0, 0:1, 0:2, 2:4		dungeon	lostgridsLogic
4439	3	1:0, 2:0, 3:0, 4:0, 5:0, 3:1, 3:2, 3:3, 3:4, 3:5, 4:1, 4:2, 4:3, 4:4, 5:1, 5:2, 5:3, 5:4, 4:5, 5:5, 2:1, 1:1, 1:2, 0:1, 0:2, 0:3, 0:4, 0:5, 1:5, 1:4, 2:4, 2:2, 1:3, 2:3, 2:5		dungeon	lostgridsLogic
4504	4	8:1, 8:2, 7:3, 8:3, 8:4, 4:0, 5:0, 6:0, 5:1, 6:1, 6:4, 7:4, 7:5, 8:5, 7:6, 2:0, 3:0, 1:1, 2:1, 1:2, 0:0, 1:0, 0:1, 0:2, 0:3, 0:4, 0:5, 0:6, 0:7, 0:8, 2:6, 3:6, 2:7, 1:8, 2:8, 1:4, 1:5, 2:5, 1:6, 1:7, 3:7, 4:7, 3:8, 4:8, 5:8, 5:5, 6:5, 6:6, 6:7, 7:7, 8:6, 8:7, 6:8, 7:8, 8:8, 5:2, 4:3, 5:3, 6:3, 5:4, 3:5, 4:5, 4:6, 5:6, 5:7, 4:4, 2:2, 1:3, 2:3, 2:4, 3:4, 3:1, 4:1, 3:2, 4:2, 3:3	AAAACQkBAEMVGR0fIycrMTM1PUFFTU9TVVtdZ21zd3l9gQOBCYEPgRGBFYEdgSOBKYExgTmBP4FBgU2BVYFZgV2BYYFlgWeBbYFxgXOBfYIBgguCDYIPghWCF4IbgiWCK4IxgjWCN4I5gkGCR4JLgk2CUYJTAgAFBwgQGBkHCAAICAYOAiQBKAs2CEoETgUBMDARAcx3zzeJg4AAAA==	dungeon	lostgridsLogic
4508	5	4:2, 3:2, 7:5, 7:6, 3:3, 4:0, 4:4, 5:3, 1:1, 2:2, 5:1, 6:2, 6:6, 9:5, 5:5, 6:4, 8:8, 7:7, 8:4, 7:3, 8:2, 7:2, 7:1, 9:1, 8:0, 6:8, 6:9, 5:8, 5:7, 4:6, 3:7, 4:8, 5:9, 2:4, 1:4, 1:3, 0:3, 0:4, 1:5, 2:6, 3:5, 1:7, 2:8, 2:9, 1:8, 0:7, 0:8, 1:9, 3:6, 4:5, 5:4, 6:3, 9:0, 5:0, 1:0, 0:0, 0:1, 0:5, 0:9, 4:9, 8:9, 9:9, 9:8, 9:4	AAAACgoBAQgCBhQnPE9dYQMBHAMHDA0OEBIVGR0gIiYrLzQ4Oj1BREVISkxOU1cFA4FcggxcSgERDuXfonEI5F+6dwiAAAA=	dungeon	lostgridsLogic
14023	9	5:3, 6:3, 4:2, 5:2, 4:4, 5:4, 3:3, 4:3, 2:2, 3:2, 2:4, 3:4, 3:1, 4:1, 4:0, 5:0, 0:0, 1:0, 0:1, 1:1, 2:1, 0:3, 1:3, 2:3, 0:2, 1:2, 2:0, 3:0, 6:0, 5:1, 6:1, 6:2, 6:4, 5:5, 6:5, 4:6, 5:6, 6:6, 3:5, 4:5, 2:6, 3:6, 1:5, 2:5, 0:6, 1:6, 0:5, 0:4, 1:4, 12:3, 13:3, 14:3, 13:2, 14:2, 11:2, 12:2, 10:3, 11:3, 11:4, 12:4, 13:4, 14:4, 12:5, 13:5, 12:1, 13:1, 9:2, 10:2, 9:4, 10:4, 13:6, 14:6, 14:5, 11:6, 12:6, 10:5, 11:5, 9:6, 10:6, 8:5, 9:5, 8:6, 8:4, 8:3, 9:3, 13:0, 14:0, 10:1, 11:1, 9:0, 10:0, 8:0, 11:0, 12:0, 8:1, 9:1, 8:2, 14:1		dungeon	lostgridsLogic
14108	3	4:6, 4:8, 4:9, 0:7, 1:7, 2:7, 3:7, 5:7, 6:7, 7:7, 8:7, 0:8, 0:9, 1:9, 1:8, 2:8, 2:9, 3:9, 3:8, 5:8, 5:9, 6:9, 6:8, 7:8, 7:9, 8:9, 8:8, 5:4, 3:4, 1:4, 6:4, 7:4, 7:3, 7:2, 7:1, 7:0, 6:0, 5:0, 4:0, 3:0, 2:0, 1:0, 0:5, 0:6, 1:6, 1:5, 2:6, 3:6, 3:5, 1:2, 3:2, 4:2, 5:2, 0:3, 1:3, 3:3, 7:5		dungeon	lostgridsLogic
14109	4	0:1, 0:2, 1:2, 1:0, 2:0, 4:0, 4:1, 3:1, 5:1, 4:2, 3:2, 5:2, 4:3, 3:3, 4:4, 5:3, 2:1, 3:4, 2:4, 1:4, 0:4, 4:5, 5:5, 6:5, 7:5, 6:3, 6:2, 6:1, 6:0, 7:0, 7:1, 7:2, 5:4, 6:4, 7:4, 3:5, 2:5, 0:5, 2:3		dungeon	lostgridsLogic
14120	4	1:8, 0:7, 0:6, 1:7, 2:7, 2:6, 2:5, 1:6, 3:6, 3:7, 4:7, 6:7, 6:6, 1:0, 0:1, 0:2, 1:1, 4:1, 4:2, 6:1, 6:2, 5:0, 6:4, 6:5, 5:8, 4:6, 5:7, 5:6, 5:1, 5:3, 5:4, 5:2, 3:0, 2:1, 1:2, 3:1, 3:2, 2:2, 3:3, 1:3, 3:4, 2:4, 1:4, 2:3, 4:5, 5:5, 0:3, 0:4, 0:5, 1:5		dungeon	lostgridsLogic
14123	7	4:7, 4:3, 2:7, 2:6, 0:3, 0:7, 0:4, 4:4, 1:4, 1:5, 2:5, 2:3, 2:2, 2:1, 2:0, 1:0, 1:1, 1:2, 0:1, 3:2, 4:2, 4:1, 3:1, 3:0, 3:3, 5:3, 6:3, 0:5, 0:6, 1:6, 1:7, 3:6, 3:7, 4:5, 5:5, 6:5, 7:5, 7:4, 6:4, 5:4, 5:6, 6:6, 6:7, 7:6		dungeon	lostgridsLogic
14206	4	3:3, 4:3, 5:3, 3:4, 4:4, 5:4, 3:5, 4:5, 5:5, 3:0, 4:0, 5:0, 3:1, 4:1, 5:1, 3:2, 4:2, 5:2, 6:3, 6:4, 6:5, 1:0, 2:0, 0:0, 1:1, 2:1, 1:2, 2:2, 6:1, 6:2, 0:1, 0:2, 1:3, 2:3, 1:4, 2:4, 1:5, 2:5, 0:3, 0:4, 0:5, 0:6, 3:6, 4:6, 5:6, 6:6		dungeon	lostgridsLogic
14223	10	5:3, 5:2, 6:3, 6:2, 5:1, 7:3, 5:4, 4:3, 4:4, 3:3, 3:5, 4:5, 5:5, 5:6, 7:4, 6:5, 7:5, 6:6, 7:6, 3:2, 4:1, 6:0, 5:0, 8:0, 8:2, 8:3, 8:6, 8:7, 7:8, 6:7, 8:5, 8:8, 6:8, 5:7, 8:4, 3:6, 4:7, 5:8, 4:8, 3:7, 2:6, 2:7, 3:8, 2:8, 1:6, 0:7, 1:8, 0:8, 0:6, 1:5, 4:0, 3:0, 3:1, 2:0, 2:2, 2:1, 1:2, 1:3, 0:4, 1:0, 0:0, 0:1, 0:3, 0:2, 0:5		dungeon	lostgridsLogic
14268	3	5:1, 5:7, 0:3, 0:4, 0:5		dungeon	lostgridsLogic
14275	3	3:7, 3:6, 4:6, 3:5, 4:5, 2:5, 3:4, 4:4, 5:5, 5:6, 6:7, 6:6, 5:4, 6:5, 6:4, 7:5, 7:6, 8:5, 7:4, 8:4, 8:3, 8:2, 7:2, 8:1, 5:3, 7:1, 6:1, 5:1, 8:0, 7:0, 6:0, 4:0, 4:1, 5:2, 4:2, 4:3, 3:2, 6:3, 3:3, 2:3, 1:3, 0:3, 1:2, 3:1, 3:0, 2:1, 2:0, 1:1, 1:0, 0:2, 0:4, 0:5, 0:6, 1:6, 1:5	AAAACAkBAQwACRQYIiUmPj9ARkcFAAMFQUQBAjhDQAECA1YgSAVHBQFyMwMuEZs3sBAAAA==	dungeon	lostgridsLogic
14366	4	2:1, 1:2, 1:3, 3:2, 3:1, 3:3, 4:1, 5:1, 6:2, 6:3, 6:4, 6:1, 5:2, 4:3, 4:4, 5:4, 3:4, 5:5, 2:5, 1:4, 2:4, 3:5, 1:6, 2:6, 3:6, 4:6, 5:6, 6:6		dungeon	lostgridsLogic
14398	3	0:2, 3:1, 2:6, 1:5, 2:5, 3:6, 1:0, 1:1, 2:2, 2:3, 1:3, 1:2, 0:5, 0:4, 1:4, 2:4, 3:5, 4:6, 0:3, 3:4, 4:3, 4:5, 5:6, 5:5, 5:4, 4:4, 5:3, 4:2, 4:1, 5:1, 4:0, 5:0	AAAABwYABQAEAwYPJQEGAAIIERUkAgElAkABAQNESAQB4IDGA5nAAAA=	dungeon	lostgridsLogic
14449	6	1:0, 0:0, 0:1, 4:5, 4:6, 3:6, 2:1, 3:0, 1:2, 2:3, 3:4, 2:5, 1:6, 0:5, 0:4, 0:3, 1:4, 3:2, 4:2, 4:1, 4:3		dungeon	lostgridsLogic
14509	6	7:0, 8:1, 8:2, 6:0, 5:0, 8:3, 1:0, 0:1, 0:2, 2:0, 3:0, 0:3, 1:4, 0:5, 2:4, 0:6, 0:7, 3:4, 2:1, 1:2, 3:2, 2:3, 2:5, 1:6, 3:6, 2:7, 2:8, 3:8, 4:8, 1:8, 0:8, 5:8, 4:7, 4:6, 5:6, 4:5, 7:6, 6:5, 6:7, 6:4, 6:3, 5:4, 4:4, 7:4, 8:4, 8:5, 8:6, 8:7, 7:8, 8:8, 6:8, 4:3, 4:2, 5:2, 6:1, 7:2, 4:1, 4:0		dungeon	lostgridsLogic
